state,org_id,cat_id,records_breached,records_breached_detail,name,total_records,category,entity_type,location,dt,breach_source,breach_type,type,cat_name,company_name,source_type,region,breach_id
Iowa,200002174,6,NA,NA,Blucora (TaxAct),0,Life Insurance Company,BSF,Cedar Rapids,1/11/2016,Vermont Attorney General,HACK,Breaches,Life Insurance Company,Blucora (TaxAct),Breaches,Midwest,1745
Iowa,200002175,17,NA,NA,JB Autosports.com,0,Payer (Insurer),BSO,Des Moines,1/13/2016,Vermont Attorney General,HACK,Breaches,Payer (Insurer),JB Autosports.com,Breaches,Midwest,1746
Iowa,200002553,35,NA,NA,Linn County Auditor,0,Other Government,GOV,Cedar Rapids,8/4/2017,Media,DISC,Breaches,Other Government,Linn County Auditor,Breaches,Midwest,1747
Iowa,200002579,15,NA,NA,"Faller Kincheloe & Co., PLC",0,Employer,BSF,DeMoines,3/13/2017,Maryland Attorney General,HACK,Breaches,Employer,"Faller Kincheloe & Co., PLC",Breaches,Midwest,1748
Iowa,200002682,23,NA,NA,Iowa Department of Human Services,820,Public Health,MED,,10/20/2017,US Department of Health and Human Services,HACK,Breaches,Public Health,Iowa Department of Human Services,Breaches,Midwest,1749
Iowa,200002773,28,NA,NA,Central Iowa Hospital Corporation d/b/a Blank Children's Hospital,557,Discharge Data,MED,,12/8/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Central Iowa Hospital Corporation d/b/a Blank Children's Hospital,Breaches,Midwest,1750
Iowa,200002910,6,NA,NA,Principal Life Insurance Company,1,Life Insurance Company,BSF,Des Moines,2/13/2018,Security Breach Letter,DISC,Breaches,Life Insurance Company,Principal Life Insurance Company,Breaches,Midwest,1751
Iowa,200002938,28,NA,NA,"Primary Health Care, Inc.","10,313",Discharge Data,MED,,3/16/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Primary Health Care, Inc.",Breaches,Midwest,1752
Iowa,200002982,6,NA,NA,UnityPoint Health,"16,000",Life Insurance Company,MED,West Des Moines,4/20/2018,Media,HACK,Breaches,Life Insurance Company,UnityPoint Health,Breaches,Midwest,1753
Iowa,200003007,28,NA,NA,Iowa Health System d/b/a UnityPoint Health,"16,429",Discharge Data,MED,,4/16/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Iowa Health System d/b/a UnityPoint Health,Breaches,Midwest,1754
Iowa,200003014,23,NA,NA,"Polk County Health Services, Inc","1,071",Public Health,MED,,4/12/2018,US Department of Health and Human Services,DISC,Breaches,Public Health,"Polk County Health Services, Inc",Breaches,Midwest,1755
Kansas,200000043,24,NA,NA,Clinical Reference Laboratory,0,Clinical Lab,MED,Lenexa,4/9/2014,Vermont Attorney General,PHYS,Breaches,Clinical Lab,Clinical Reference Laboratory,Breaches,Midwest,1764
Kansas,200000094,6,NA,NA,National Credit Adjusters,0,Life Insurance Company,BSF,Hutchinson,6/4/2014,California Attorney General,UNKN,Breaches,Life Insurance Company,National Credit Adjusters,Breaches,Midwest,1765
Kansas,200000220,29,NA,NA,Fort Hays State University,138,Researcher,EDU,Hays,10/1/2014,Media,DISC,Breaches,Researcher,Fort Hays State University,Breaches,Midwest,1766
Kansas,200000227,18,NA,NA,Salina Family Healthcare Center,500,"Physician, Hospital",MED,Salina,6/26/2014,PHIPrivacy.net,DISC,Breaches,"Physician, Hospital",Salina Family Healthcare Center,Breaches,Midwest,1767
Kansas,200000656,24,NA,NA,Clinical Reference Laboratory,"4,668",Clinical Lab,MED,Lenexa,3/3/2015,Government Agency,DISC,Breaches,Clinical Lab,Clinical Reference Laboratory,Breaches,Midwest,1768
Kansas,200000691,23,NA,NA,Valley Hope Association,"52,076",Public Health,MED,Norton,2/26/2016,Government Agency,PORT,Breaches,Public Health,Valley Hope Association,Breaches,Midwest,1769
Kansas,200001145,17,NA,NA,America's Job Link Alliance,"2,100,000",Payer (Insurer),BSO,Topeka,3/27/2017,Media,HACK,Breaches,Payer (Insurer),America's Job Link Alliance,Breaches,Midwest,1770
Kansas,200001175,17,NA,NA,Combat Brands,0,Payer (Insurer),BSO,Lenexa,4/17/2017,California Attorney General,HACK,Breaches,Payer (Insurer),Combat Brands,Breaches,Midwest,1771
Kansas,200001219,28,NA,NA,COMPLETE MEDICAL HOMECARE,"1,700",Discharge Data,MED,,1/21/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,COMPLETE MEDICAL HOMECARE,Breaches,Midwest,1772
Kansas,200001291,28,NA,NA,"Clinical Reference Laboratory, Inc.",979,Discharge Data,MED,,4/9/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Clinical Reference Laboratory, Inc.",Breaches,Midwest,1773
Kansas,200001330,28,NA,NA,Salina Health Education dba Salina Healthcare Center,"9,640",Discharge Data,MED,,6/5/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Salina Health Education dba Salina Healthcare Center,Breaches,Midwest,1774
Kansas,200001525,28,NA,NA,"Clinical Reference Laboratory, Inc.","4,668",Discharge Data,MED,,3/3/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Clinical Reference Laboratory, Inc.",Breaches,Midwest,1775
Kansas,200001583,28,NA,NA,"Clinical Reference Laboratory, Inc.",864,Discharge Data,MED,,4/28/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Clinical Reference Laboratory, Inc.",Breaches,Midwest,1776
Kansas,200001780,28,NA,NA,Valley Hope Association,"52,076",Discharge Data,MED,,2/26/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Valley Hope Association,Breaches,Midwest,1777
Kansas,200001949,28,NA,NA,Decatur Health Systems,707,Discharge Data,MED,,9/7/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Decatur Health Systems,Breaches,Midwest,1778
Kansas,200002098,28,NA,NA,"Family Medicine East, Chartered","6,800",Discharge Data,MED,,2/3/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Family Medicine East, Chartered",Breaches,Midwest,1779
Kansas,200002477,18,NA,NA,Complete Medical Homecare,16,"Physician, Hospital",MED,Lenexa,1/21/2014,Maryland Attorney General,INSD,Breaches,"Physician, Hospital",Complete Medical Homecare,Breaches,Midwest,1780
Kansas,200002510,23,NA,NA,Kansas Department of Commerce,"5,500,000",Public Health,GOV,Kansas City,7/21/2017,Media,HACK,Breaches,Public Health,Kansas Department of Commerce,Breaches,Midwest,1781
Kansas,200002669,28,NA,NA,East Central Kansas Area Agency on Aging,"8,750",Discharge Data,MED,,10/31/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,East Central Kansas Area Agency on Aging,Breaches,Midwest,1782
Kansas,200002935,23,NA,NA,Kansas Department for Aging and Disability Services (KDADS),"11,000",Public Health,GOV,,3/8/2018,Government Agency,HACK,Breaches,Public Health,Kansas Department for Aging and Disability Services (KDADS),Breaches,Midwest,1783
Kansas,200003004,23,NA,NA,Kansas Department for Aging and Disability Services,"11,000",Public Health,MED,,4/17/2018,US Department of Health and Human Services,DISC,Breaches,Public Health,Kansas Department for Aging and Disability Services,Breaches,Midwest,1784
Kansas,200003057,28,NA,NA,"Cerebral Palsy Research Foundation of Kansas, Inc.","8,300",Discharge Data,MED,,5/8/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Cerebral Palsy Research Foundation of Kansas, Inc.",Breaches,Midwest,1785
Kansas,200003072,28,NA,NA,Atchison Hospital Association,667,Discharge Data,MED,,4/11/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Atchison Hospital Association,Breaches,Midwest,1786
Kentucky,200000082,18,NA,NA,University of Kentucky HealthCare/Talyst,"1,079","Physician, Hospital",MED,Lexington,3/25/2014,Government Agency,PORT,Breaches,"Physician, Hospital",University of Kentucky HealthCare/Talyst,Breaches,Southeast,1811
Kentucky,200000105,6,NA,NA,Bluegrass Communit Federal Credit Union,0,Life Insurance Company,BSF,Ashland,5/22/2014,New Hampshire Attorney General,UNKN,Breaches,Life Insurance Company,Bluegrass Communit Federal Credit Union,Breaches,Southeast,1812
Kentucky,200000783,23,NA,NA,Saint Mary and Elizabeth Hospital,"1,682",Public Health,MED,Louisville,6/10/2016,Government Agency,HACK,Breaches,Public Health,Saint Mary and Elizabeth Hospital,Breaches,Southeast,1813
Kentucky,200000960,23,NA,NA,Jennie Stuart Medical Center,"1,500",Public Health,MED,Hopkinsville,9/23/2016,Government Agency,HACK,Breaches,Public Health,Jennie Stuart Medical Center,Breaches,Southeast,1814
Kentucky,200000975,23,NA,NA,"Summit Medical Group, In. dba St. Elizabeth Physicians",674,Public Health,MED,Independence,8/23/2016,Government Agency,DISC,Breaches,Public Health,"Summit Medical Group, In. dba St. Elizabeth Physicians",Breaches,Southeast,1815
Kentucky,200001039,35,NA,NA,Kentucky Department of Fish and Wildlife,0,Other Government,GOV,Frankfort,8/25/2016,Media,HACK,Breaches,Other Government,Kentucky Department of Fish and Wildlife,Breaches,Southeast,1816
Kentucky,200001146,18,NA,NA,Med Center Health,"160,000","Physician, Hospital",MED,Louisville,3/27/2017,Media,PHYS,Breaches,"Physician, Hospital",Med Center Health,Breaches,Southeast,1817
Kentucky,200001268,29,NA,NA,Berea College,"1,000",Researcher,MED,,3/20/2014,US Department of Health and Human Services,UNKN,Breaches,Researcher,Berea College,Breaches,Southeast,1818
Kentucky,200001278,28,NA,NA,Jewish Hospital,"2,992",Discharge Data,MED,,3/28/2014,US Department of Health and Human Services,UNKN,Breaches,Discharge Data,Jewish Hospital,Breaches,Southeast,1819
Kentucky,200001325,28,NA,NA,Humana Inc [case #15381],"2,962",Discharge Data,MED,,5/23/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Humana Inc [case #15381],Breaches,Southeast,1820
Kentucky,200001412,28,NA,NA,Bon Secours Kentucky,697,Discharge Data,MED,,9/9/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Bon Secours Kentucky,Breaches,Southeast,1821
Kentucky,200001423,28,NA,NA,"Research Integrity, LLC","4,077",Discharge Data,MED,,9/22/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Research Integrity, LLC",Breaches,Southeast,1822
Kentucky,200001447,28,NA,NA,"Seven Counties Services, Inc.",727,Discharge Data,MED,,10/22/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Seven Counties Services, Inc.",Breaches,Southeast,1823
Kentucky,200001475,28,NA,NA,ReachOut Home Care [Case #16687],"4,500",Discharge Data,MED,,12/9/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,ReachOut Home Care [Case #16687],Breaches,Southeast,1824
Kentucky,200001568,28,NA,NA,"International Union of Operating Engineers Local Unions 181, 320 & TVA Health and Welfare Trust Fund","5,440",Discharge Data,MED,,4/9/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"International Union of Operating Engineers Local Unions 181, 320 & TVA Health and Welfare Trust Fund",Breaches,Southeast,1825
Kentucky,200001658,28,NA,NA,T.J. Samson Community Hospital,"2,060",Discharge Data,MED,,8/7/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,T.J. Samson Community Hospital,Breaches,Southeast,1826
Kentucky,200001692,28,NA,NA,Humana Inc [Case 18652],"2,815",Discharge Data,MED,,9/30/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Humana Inc [Case 18652],Breaches,Southeast,1827
Kentucky,200001695,28,NA,NA,CarePlus Health Plans [case 18772],"2,873",Discharge Data,MED,,10/6/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,CarePlus Health Plans [case 18772],Breaches,Southeast,1828
Kentucky,200001720,28,NA,NA,"OH Muhlenberg, LLC ","84,681",Discharge Data,MED,,11/13/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"OH Muhlenberg, LLC ",Breaches,Southeast,1829
Kentucky,200001858,28,NA,NA,"Associates In EyeCare, P.S.C.",971,Discharge Data,MED,,5/16/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Associates In EyeCare, P.S.C.",Breaches,Southeast,1830
Kentucky,200001883,28,NA,NA,Saints Mary and Elizabeth Hospital,"1,682",Discharge Data,MED,,6/10/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Saints Mary and Elizabeth Hospital,Breaches,Southeast,1831
Kentucky,200001939,28,NA,NA,"Summit Medical Group, Inc. dba St. Elizabeth Physicians ",674,Discharge Data,MED,,8/23/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Summit Medical Group, Inc. dba St. Elizabeth Physicians ",Breaches,Southeast,1832
Kentucky,200001966,28,NA,NA,Jennie Stuart Medical Center,"1,500",Discharge Data,MED,,9/23/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Jennie Stuart Medical Center,Breaches,Southeast,1833
Kentucky,200002055,28,NA,NA,Humana Inc. [case #HU16004F3],"3,674",Discharge Data,MED,,12/19/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Humana Inc. [case #HU16004F3],Breaches,Southeast,1834
Kentucky,200002074,28,NA,NA,"American Urgent Care Center, PSC",822,Discharge Data,MED,,1/5/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"American Urgent Care Center, PSC",Breaches,Southeast,1835
Kentucky,200002118,28,NA,NA,Commonwealth Health Corporation,"697,800",Discharge Data,MED,,3/1/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Commonwealth Health Corporation,Breaches,Southeast,1836
Kentucky,200002126,28,NA,NA,"Estill County Chiropractic, PLLC","5,335",Discharge Data,MED,,3/16/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Estill County Chiropractic, PLLC",Breaches,Southeast,1837
Kentucky,200002139,28,NA,NA,Women's Care of Somerset,"1,806",Discharge Data,MED,,3/31/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Women's Care of Somerset,Breaches,Southeast,1838
Kentucky,200002143,28,NA,NA,Ashland Women's Health,"19,727",Discharge Data,MED,,4/4/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Ashland Women's Health,Breaches,Southeast,1839
Kentucky,200002152,28,NA,NA,Humana Inc [case # HU17001CC],"3,831",Discharge Data,MED,,4/18/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Humana Inc [case # HU17001CC],Breaches,Southeast,1840
Kentucky,200002218,17,NA,NA,Signature Hardware,0,Payer (Insurer),BSO,Erlanger,6/3/2017,California Attorney General,HACK,Breaches,Payer (Insurer),Signature Hardware,Breaches,Southeast,1841
Kentucky,200002676,28,NA,NA,TJ Samson Community Hospital,683,Discharge Data,MED,,10/24/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,TJ Samson Community Hospital,Breaches,Southeast,1842
Kentucky,200002750,28,NA,NA,Humana Inc,"5,764",Discharge Data,MED,,11/21/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Humana Inc,Breaches,Southeast,1843
Kentucky,200002803,28,NA,NA,Onco360 and CareMed Specialty Pharmacy,"53,173",Discharge Data,MED,,1/12/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Onco360 and CareMed Specialty Pharmacy,Breaches,Southeast,1844
Kentucky,200002842,18,NA,NA,Onco360 and CareMed Speciality Pharmacy,"53,173","Physician, Hospital",MED,Louisville,1/12/2018,Security Breach Letter,HACK,Breaches,"Physician, Hospital",Onco360 and CareMed Speciality Pharmacy,Breaches,Southeast,1845
Kentucky,200002863,28,NA,NA,CarePlus Health Plan [case #HU1800066],"11,248",Discharge Data,MED,,2/5/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,CarePlus Health Plan [case #HU1800066],Breaches,Southeast,1846
Kentucky,200002989,18,NA,NA,Scoppechio,204,"Physician, Hospital",BSO,Louisville,1/26/2018,Security Breach Letter,HACK,Breaches,"Physician, Hospital",Scoppechio,Breaches,Southeast,1847
Kentucky,200003013,28,NA,NA,"MorshedEye, PLLC","1,100",Discharge Data,MED,,4/13/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"MorshedEye, PLLC",Breaches,Southeast,1848
London,200002657,17,NA,NA,Deloitte,0,Payer (Insurer),BSF,,9/25/2017,Media,HACK,Breaches,Payer (Insurer),Deloitte,Breaches,NA,1849
Louisiana,200000406,18,NA,NA,LSU Health New Orleans School of Medicine,"5,000","Physician, Hospital",EDU,New Orleans,9/15/2015,Media,PORT,Breaches,"Physician, Hospital",LSU Health New Orleans School of Medicine,Breaches,Southeast,1858
Louisiana,200000649,23,NA,NA,Amedisys,"6,909",Public Health,MED,Baton Rouge,3/1/2015,Government Agency,HACK,Breaches,Public Health,Amedisys,Breaches,Southeast,1859
Louisiana,200000674,23,NA,NA,Louisiana Healthcare Connections,"13,086",Public Health,MED,Baton Rouge,2/2/2016,Government Agency,PHYS,Breaches,Public Health,Louisiana Healthcare Connections,Breaches,Southeast,1860
Louisiana,200000773,18,NA,NA,"Ocean Acquisitions, Inc.",659,"Physician, Hospital",MED,Lake Charles,2/9/2016,Media,PORT,Breaches,"Physician, Hospital","Ocean Acquisitions, Inc.",Breaches,Southeast,1861
Louisiana,200001013,23,NA,NA,"Louisiana Health Cooperative, Inc. in Rehabilitation","8,000",Public Health,MED,Metairie,11/30/2016,California Attorney General,HACK,Breaches,Public Health,"Louisiana Health Cooperative, Inc. in Rehabilitation",Breaches,Southeast,1862
Louisiana,200001390,28,NA,NA,University Health,"6,073",Discharge Data,MED,,8/15/2014,US Department of Health and Human Services,HACK,Breaches,Discharge Data,University Health,Breaches,Southeast,1863
Louisiana,200001425,28,NA,NA,"Compassionate Care Hospice of Central Louisiana, LLC",707,Discharge Data,MED,,9/26/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Compassionate Care Hospice of Central Louisiana, LLC",Breaches,Southeast,1864
Louisiana,200001522,28,NA,NA,Amedisys,"6,909",Discharge Data,MED,,3/1/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Amedisys,Breaches,Southeast,1865
Louisiana,200001622,28,NA,NA,St. Martin Parish School Based Health Centers,"3,000",Discharge Data,MED,,6/15/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,St. Martin Parish School Based Health Centers,Breaches,Southeast,1866
Louisiana,200001682,29,NA,NA,Louisiana State University Health Sciences Center-New Orleans,"14,500",Researcher,MED,,9/15/2015,US Department of Health and Human Services,PHYS,Breaches,Researcher,Louisiana State University Health Sciences Center-New Orleans,Breaches,Southeast,1867
